uid,lat,lon,aqi,station_name,recorded_at,etl_insert_ts,etl_update_ts
-106702,54.782,32.024,26,улица Нахимова,2023-08-22T05:41:38+09:00,2023-08-18 14:31:07.724599,2023-08-21 13:51:39.839347
-105568,55.2503698,61.3967836,11,шоссе Металлургов,2023-08-22T05:38:52+09:00,2023-08-18 14:31:07.724599,2023-08-21 13:51:39.839347
-104098,6.123953,1.212601,-,Direction de l'Environnement/MEDDPN,2023-08-19T04:34:54+09:00,2023-08-18 14:31:07.724599,2023-08-18 14:31:07.724599
-103174,54.22250226935,45.11784821749,15,Shestidesyati Let Oktyabrya Avenue,2023-08-22T05:40:52+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-102532,55.9,8.516,50,Vardevej,2023-08-22T05:42:47+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-100036,59.928,30.306,42,Казанская улица,2023-08-19T04:35:06+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-98005,25.063873,-77.353905,8,The Univeristy of The Bahamas Security Booth,2023-08-22T05:42:40+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-97768,35.695297,-78.625565,76,NASA_AQCS_59,2023-08-22T05:42:39+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-95662,48.59204846814,45.72048190643,18,улица Янгеля,2023-08-22T05:42:51+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-95647,48.69109672543,44.48683440685,32,Иркутская улица,2023-08-22T05:40:40+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-93349,57.1067657,32.6232938,38,Береговая улица,2023-08-22T05:42:26+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-93181,54.332,48.386,9,проспект Нариманова,2023-08-22T05:40:53+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-88786,44.18941966163,43.13684856888,15,улица Анджиевского,2023-08-22T05:42:05+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-87088,-2.956974,104.719347,150,Palembang,2023-08-19T04:34:08+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-84784,18.239603,-66.06484,13,"Hacienda San Jose, Caguas PR",2023-08-22T05:41:42+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-82297,-37.38167,-64.603843,21,Rivadavia,2023-08-19T04:35:26+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-81691,24.846983,67.00263,125,KMI_064,2023-08-22T05:41:46+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-80491,16.402,102.848,109,Piman Chon 2,2023-08-19T04:35:28+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-78571,55.97,37.502,464,Ленинградская улица,2023-08-19T04:11:22+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-74782,48.00919024903,37.26215958595,40,Tsentralna Street,2023-08-22T05:41:03+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-74419,-36.6313282304,-64.31922733784,21,Villa Las Camelias,2023-08-19T04:35:05+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-73663,47.934,33.43,97,Vechirnii Boulevard,2023-08-22T05:42:30+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-72973,54.762,56.068,84,улица Баязита Бикбая,2023-08-19T04:35:35+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-72874,-36.63157791415,-64.31893229485,34,Villa Las Camelias,2023-08-22T05:41:02+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-72526,42.896,20.868,160,Lagjja e Boshnjakëve,2023-08-19T04:34:15+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-65653,48.40866502246,35.07265090942,52,Heroiv Avenue,2023-08-19T04:36:01+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-64045,14.64799638229,120.97788065672,68,Baltazar Street,2023-08-22T05:41:37+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-52315,19.806,-70.704,33,Calle Guayacanes,2023-08-22T05:42:24+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-52087,22.316,39.092,91,IRC,2023-08-19T04:33:31+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-51097,49.558073,27.95694,62,"Street Stoliarchuka, 10",2023-08-22T05:43:32+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-46504,51.49611,-107.0625,86,AQSU-3317,2023-08-22T05:42:39+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-44728,49.562487,34.078514,41,"Street Pokrovska, 14",2023-08-22T05:42:50+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-44689,14.07375,-87.19862,20,TGU MIRAFLORES HONDURAS STEM FOUNDATION 2,2023-08-22T05:42:07+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-43834,14.544388,-90.74259,93,Antigua Terrace,2023-08-22T05:40:58+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-40660,-18.158754,49.41896,-,Ranontsika Water Quality Lab,2023-08-19T04:33:43+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-39163,61.01411,-135.13133,10,AQSU-5DA,2023-08-19T04:34:11+09:00,2023-08-18 14:31:07.727127,2023-08-18 14:31:07.727127
-38101,68.62674,-149.59428,-,Toolik Field Station,2023-08-22T05:21:35+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-37312,61.356308,-138.9901,15,AQSU-89F3 (Burwash Landing),2023-08-22T05:40:51+09:00,2023-08-18 14:31:07.727127,2023-08-21 13:51:39.839347
-37306,55.85389,-121.65308,85,AQSU-7A48,2023-08-22T05:41:55+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-34756,66.996,-50.6215,7,"Kangerlussuaq, Greenland - University of Michigan Climate and Space",2023-08-22T05:39:30+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
-34408,32.28794,-115.10283,500,AYUNTAMIENTO DE MEXICALI - ESTACION BOMBEROS GPE. VICTORIA,2023-08-22T05:42:16+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-29674,53.84348,-122.640816,110,AQSU-7A42,2023-08-22T05:42:03+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-27679,-0.8957,-89.6087,11,UNC-CH/USFQ Galapagos Science Center,2023-08-22T05:41:16+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
-21874,-8.098942,-79.03146,72,"Primavera, Trujillo, Peru",2023-08-22T05:41:38+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
-21385,-35.105,147.36,16,DPE Wagga 2,2023-08-22T05:41:04+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-21382,-30.5087,151.66235,43,DPE Armidale,2023-08-22T05:42:25+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
-19276,48.609413,-120.444336,185,MV Clean Air Ambassador @ Bush School,2023-08-19T04:34:56+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
-13075,9.933692,-84.06519,15,"San Jose, Escalante",2023-08-22T05:41:12+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
-6289,53.945354,-122.94568,93,AQSU-D33B,2023-08-19T04:34:46+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
7,45.224278,-78.932944,22,"Dorset, Ontario, Canada",2023-08-22T06:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
8,43.333083,-81.742889,38,"Grand Bend, Ontario, Canada",2023-08-22T06:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
23,45.434333,-75.676,25,"Ottawa Downtown, Ontario, Canada",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
24,45.337861,-80.038167,30,"Parry Sound, Ontario, Canada",2023-08-22T06:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
31,46.49194,-81.003105,25,"Sudbury, Ontario, Canada",2023-08-22T06:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
40,68.356994,-133.714063,1,"Inuvik, NorthWestTerritories, Canada",2023-08-22T02:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
41,65.279676,-126.812887,22,"Norman Wells, NorthWestTerritories, Canada",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
42,62.452084,-114.364031,63,"Yellowknife, NorthWestTerritories, Canada",2023-08-22T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
77,45.828968,-119.262991,255,"Hermiston, Oregon, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
79,44.418,-118.9513,35,"John Day, Oregon, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
82,42.189215,-120.353969,21,"Lakeview, Oregon, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
87,44.299787,-120.844773,177,"Prineville, Oregon, USA",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
92,44.2921,-121.5555,236,"Sisters, Oregon, USA",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
95,44.63062,-121.13165,221,"Madras, Oregon, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
96,46.97228,-123.83173,30,"Division St, Aberdeen, Washington, USA",2023-08-19T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
106,47.8082264,-117.34327,189,"Greenbluff Rd, Colbert, Washington, USA",2023-08-22T07:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
113,46.21835,-119.20152,52,"Metaline, Kennewick, Washington, USA",2023-08-19T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
131,48.39999,-119.51896,286,"Colville Tribe, Omak, Washington, USA",2023-08-22T07:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
137,46.68562,-123.7285563,16,"Commercial, Raymond, Washington, USA",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
146,47.672482,-117.36485,63,"Augusta Ave, Spokane, Washington, USA",2023-08-19T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
156,46.05881,-118.35147,293,"12th St, Walla Walla, Washington, USA",2023-08-22T07:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
183,32.5649518,-96.3176773,53,"Kaufman, fort Worth, Dallas, Texas",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
185,32.7591432,-97.3423337,93,"Haws Athletic Center, fort Worth, Dallas, Texas",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
191,29.51509,-98.620166,68,"San Antonio Northwest, San Antonio, Texas",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
196,31.8702534,-102.3347563,55,"Odessa Gonzales, Midland, Texas",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
198,31.6530743,-97.0706982,61,"Waco Mazanec, Waco, Texas",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
204,32.8200608,-96.8601165,85,"Dallas Hinton, fort Worth, Dallas, Texas",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
205,33.2190564,-97.1962872,78,"Denton Airport South, fort Worth, Dallas, Texas",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
207,31.7467425,-106.4027843,92,"Ascarate Park SE, El Paso, Texas",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
211,27.8118142,-97.4657005,30,"Dona Park, Corpus Christi, Texas",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
212,29.8639525,-94.3177999,82,"Hamshire, Beaumont, Texas",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
213,30.1946263,-93.8672095,54,"SETRPC 42 Mauriceville, Beaumont, Texas",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
218,30.3544356,-97.7602554,62,"Austin Northwest, Austin, Texas",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
220,26.0696153,-97.1621996,34,"Isla Blanca Park, Harlingen, Texas",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
221,32.6689873,-94.1674569,71,"Karnack, Tyler, Texas",2023-08-22T00:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
223,28.704607,-100.4511555,42,"Eagle Pass, Laredo, Texas",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
233,39.09979,-120.95391,34,"Colfax-City Hall, Placer, California",2023-08-22T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
256,35.04676,-120.58777,48,"CDF - Arroyo Grande, San Luis Obispo, California",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
260,34.44551,-119.82845,46,"Goleta-Fairview, Santa Barbara, California",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
262,34.42775,-119.69091,38,"Santa Barbara-National Guard Armory, Santa Barbara, California",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
283,37.28177,-120.43368,38,"Merced - Coffee Road, Merced, California",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
291,32.67618,-115.48307,65,"Calexico-Ethel Street, Imperial, California",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
298,39.18919,-121.99887,100,"Colusa-Sunrise Blvd, Colusa, California",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
326,39.15047,-123.20655,114,"Ukiah - Library, Mendocino, California",2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
330,-21.1868411,-50.43931685,34,"Araçatuba, São Paulo, Brazil",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
341,-23.84941617,-46.388676243,167,"Cubatão-Vila Parisi, São Paulo, Brazil",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
343,-23.455534258,-46.518533403,89,"Guarulhos-Paço Municipal, São Paulo, Brazil",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
361,-22.780208951,-47.139036495,61,"Paulínia-Sul, São Paulo, Brazil",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
364,-22.119936735,-51.408777068,33,"Presidente Prudente, São Paulo, Brazil",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
365,-21.177065942,-47.818987671,76,"Ribeirão Preto, São Paulo, Brazil",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
374,-20.784689284,-49.398277793,34,"São José do Rio Preto, São Paulo, Brazil",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
376,-23.502426584,-47.479029912,20,"Sorocaba, São Paulo, Brazil",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
378,-23.360751538,-47.870799066,33,"Tatuí, São Paulo, Brazil",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
387,20.629554249053,-103.26392977309,-,"Loma Dorada, Guadalajara, Mexico",2023-08-21T12:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
390,20.641445843732,-103.31262961377,151,"Tlaquepaque, Guadalajara, Mexico",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
394,21.10868,-101.68874,40,"T21, León, Mexico",2023-08-19T01:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
396,19.270192914173,-99.595307048355,212,"Metepec, Toluca, Mexico",2023-08-21T22:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
417,-22.44283906304,-68.932546346863,40,"Colegio Pedro Vergara Keller, Chile",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
418,-23.61354215815,-70.383315682411,53,"Antofagasta, Chile",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
420,-34.143888375919,-70.737131207664,91,"Rancagua II, Chile",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
421,-33.516630362266,-70.588123961971,87,"La Florida, Chile",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
422,-34.974925077541,-71.233967512329,53,"Curicó, Chile",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
440,-22.111064,-70.210828,25,"Bomberos, Chile",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
441,-22.462144644634,-68.92806169339,38,"Estación Centro, Chile",2023-08-19T02:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
444,-37.471182288689,-72.36146284977,81,"21 de mayo, Chile",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
483,31.201014,121.483231,107,"lúwān shī zhuān fùxiǎo, Shanghai (上海师范专科学校附属小学)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
488,31.1907,121.703,102,"pǔdōng chuān shā, Shanghai (浦东川沙)",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
499,36.66138889,117.0211111,161,"Quancheng Plaza, Jinan (济南泉城广场)",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
510,36.54861111,116.7651667,152,"Changqing District Communist Party School, Jinan (济南长清区委党校)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
525,36.63777778,117.9544444,109,"Zichuan Meteo. Stations, Zibo (淄博淄川气象站)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
619,37.44888889,116.3188889,114,"Supervision Station, Dezhou (德州监理站)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
642,38.012,114.467,132,"Xinan College, Shijiazhuang (石家庄市西南高教)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
647,38.04,114.605,160,"High-tech zone, Shijiazhuang (石家庄市高新区)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
663,36.578,114.504,153,"Mine Hospital, Handan (邯郸市矿院)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
674,40.769,114.903,78,"Century Compound, Zhangjiakou (张家口市世纪豪园)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
683,41.011,117.938,57,"Ligong, Chengde (承德市离宫)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
689,39.575,116.773,107,"BDA, Langfang (廊坊市开发区)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
690,39.534,116.737,147,"North China Institute of Aerospace, Langfang (廊坊市北华航天学院)",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
705,38.83945,117.45735,139,"Yongming road, Tianjin (天津永明路)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
709,39.24735,117.7917667,154,"Hexi Yijing road, Tianjin (天津河西一经路)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
736,28.013044,120.675116,85,"City Station, Wenzhou (温州市市站)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
765,28.654166,121.41888,59,"Taizhou EPA building, Taizhou (台州市台州环保大楼)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
767,28.659261,121.280823,89,"Huangyan EPA building, Taizhou (台州市黄岩环保大楼)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
768,28.42305556,119.8794444,42,"Yu Zhuang Qian, Lishui (丽水市余庄前)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
791,23.1886,112.863,85,"Sanshuiyun donghai, Foshan (佛山三水云东海)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
840,31.312111,120.66525,102,"Suzhou Industrial Area, Suzhou (苏州苏州工业园区)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
883,32.463889,119.888333,119,"Students Innovation Park , Taizhoushi (泰州留学生创业园)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
892,33.382778,120.217222,93,"BDA Management Committe, Yancheng (盐城开发区管委会)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
956,29.823933,121.570251,93,"Wanli University, Ningbo (万里学院)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
1246,37.7805,112.488,153,"Jinsheng, Taiyuan (太原金胜)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1261,38.911944444,121.63305556,112,"Qingniwa Bridge, Dalian (大连青泥洼桥)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1280,45.5422,126.979,63,"Acheng huining, Haerbin (哈尔滨阿城会宁)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1319,34.7496,113.5991,91,"City Monitoring Station, Zhengzhou (郑州市监测站)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1343,19.9969,110.338,46,"Hainan Normal University, Haikou (海口海南师范大学)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1363,30.63,104.1113889,93,"Shahepu, Chengdu (成都沙河铺)",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1369,26.5689,106.6971,76,"City EPA station, Guiyang (贵阳市环保站)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
1385,29.6747,91.1221,38,"City EPA, Lhasa (拉萨市环保局)",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1386,29.6475,91.0874,30,"District Monitoring Station, Lhasa (拉萨区监测站)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1388,29.6588,90.9798,21,"District radiation station, Lhasa (拉萨区辐射站)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
1406,36.0725,103.841,89,"Biological Product Institute, Lanzhou (兰州生物制品所)",2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1412,38.5036,106.1358,78,"College Road, Yinchuan (银川学院路)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1415,43.9469,87.4754,153,"Xinjiang Academy of Agricultural Farms, Wulumuqi (乌鲁木齐新疆农科院农场)",2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-21 13:51:39.839347
1435,27.8528,113.13,127,"City Monitoring Station, Zhuzhou (株洲市监测站)",2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1443,30.894348,120.086823,93,Huzhou (湖州),2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1444,30.753924,120.758543,97,Jiaxing (嘉兴市),2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1447,28.97008,118.859457,72,Quzhou (衢州),2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1455,39.630867,118.180194,169,Tangshan (唐山),2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1456,39.935377,119.600492,55,Qinhuangdao (秦皇岛),2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1475,41.108546,122.994646,102,Anshan (鞍山),2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1478,41.09512,121.127004,154,Jinzhou (锦州),2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1483,46.58931,125.103784,59,Daqing (大庆),2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1491,34.596544,119.221282,87,Lianyungang (连云港),2023-08-22T05:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1496,33.962013,118.275498,132,Suqian (宿迁),2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.732668,2023-08-18 14:31:07.732668
1513,37.513068,122.12042,87,Weihai (威海),2023-08-22T04:00:00+09:00,2023-08-21 13:51:39.839347,2023-08-21 13:51:39.839347
1535,29.357104,113.128958,153,Yueyang (岳阳),2023-08-19T03:00:00+09:00,2023-08-18 14:31:07.740712,2023-08-18 14:31:07.740712
1536,29.031673,111.698497,76,Changde (常德),2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.740712,2023-08-21 13:51:39.839347
1567,24.352036,102.546543,78,Yuxi (玉溪),2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.740712,2023-08-18 14:31:07.740712
1581,45.579889,84.889207,55,Karamay (克拉玛依),2023-08-22T05:00:00+09:00,2023-08-18 14:31:07.740712,2023-08-21 13:51:39.839347
1602,24.994789,121.319964,59,"Taoyuan, Taiwan (桃園)",2023-08-19T04:00:00+09:00,2023-08-18 14:31:07.740712,2023-08-18 14:31:07.740712
